wavenumber,d2-fructose_avg,d2-fructose_count,d-tyrosine_avg,d-tyrosine_count,d-methionine_avg,d-methionine_count,d-leucine_avg,d-leucine_count
2203.3,0.6232371125359744,4416,0.6088822704932272,2922,0.6041421144829374,39856,0.756007957744912,5595
2206.31,0.5580743745523957,4416,0.5601502359070721,2922,0.5211513575784337,39856,0.7025553155401412,5595
2209.32,0.584850936900428,4416,0.6057203521337543,2922,0.5497863031617031,39856,0.7396921694008637,5595
2212.33,0.5010512686159906,4416,0.5193303733819695,2922,0.4575016616328872,39856,0.6617066514691501,5595
2215.34,0.5040036152526318,4416,0.5322576083237122,2922,0.4691696269777932,39856,0.6578206421219672,5595
2218.34,0.4766205136046418,4416,0.515473400113392,2922,0.4483323449278423,39856,0.6419326338104158,5595
2221.34,0.5502114449041662,4416,0.5774729887202973,2922,0.523815228418438,39856,0.7212731827392839,5595
2224.34,0.5361002756569602,4416,0.565250473481157,2922,0.5053084338638455,39856,0.7168241641124244,5595
2227.33,0.6019920472984265,4416,0.6498644385109116,2922,0.5842448632229152,39856,0.7678146975978348,5595
2230.32,0.4790762462000365,4416,0.5417405280392533,2922,0.4571507535499934,39856,0.6879742462922663,5595
2233.3,0.41628104861665843,4416,0.4537583531482797,2922,0.38829852356495587,39856,0.6208793306140347,5595
2236.29,0.4637795777540804,4416,0.5206479711754517,2922,0.45000261691145893,39856,0.6733678205343291,5595
2239.27,0.550976673621415,4416,0.6050262861105983,2922,0.5095635767051165,39856,0.7435940685214338,5595
2242.24,0.6100833733934684,4416,0.6937390792585629,2922,0.5935734096366505,39856,0.7886916390934898,5595
2245.22,0.5577291694452327,4416,0.6285435234502584,2922,0.5340602878426279,39856,0.7600329346159006,5595
2248.19,0.6018104598577698,4416,0.6749260780465164,2922,0.586404246472271,39856,0.7860744238313506,5595
2251.16,0.6482738976268145,4416,0.7073243026324038,2922,0.6315413229213472,39856,0.8209670789089721,5595
2254.12,0.4490971853494159,4416,0.5201083829179817,2922,0.4059324567819703,39856,0.6699912919633354,5595
2257.08,0.6039841840282592,4416,0.707394658338783,2922,0.5523227545235878,39856,0.7952955777262489,5595
2260.04,0.5473819564972837,4416,0.6445994600325613,2922,0.4888372229281908,39856,0.7691687948346724,5595
2263.0,0.6075542792619714,4416,0.6895817789963369,2922,0.5445849988510593,39856,0.7972444487137583,5595
2265.95,0.5900084851525026,4416,0.6938937345347445,2922,0.5429480621730378,39856,0.7929631847104233,5595
2268.9,0.5784243313790609,4416,0.6309747136812975,2922,0.49902623746062225,39856,0.769118442750976,5595
2271.84,0.5190705118977181,4416,0.5773980768688556,2922,0.45116889759556966,39856,0.7300382141521953,5595
2274.78,0.5465666405522892,4416,0.590080718292048,2922,0.47399906521877,39856,0.7489432505363742,5595
2277.72,0.39266729798723293,4416,0.4052130921658358,2922,0.33953933563073635,39856,0.6103373259628999,5595
2280.66,0.5315378285891652,4416,0.5391343188506817,2922,0.4447359155751361,39856,0.7101906643275054,5595
2283.59,0.649010791511606,4416,0.6352408037229009,2922,0.5473586685855049,39856,0.7776615390102798,5595
2286.52,0.6263666218928561,4416,0.6434538348297094,2922,0.5497907051902388,39856,0.7821853747635796,5595
2289.45,1.0,4416,1.0,2922,1.0,39856,1.0,5595
2292.37,0.8577619164207196,4416,0.8659058767703361,2922,0.8243870907849014,39856,0.9422538905281774,5595
2295.29,0.6789415709039488,4416,0.6910659318050891,2922,0.6240807591566067,39856,0.8136285672838356,5595
2298.21,0.805845228110514,4416,0.7970641242994144,2922,0.7718290357958213,39856,0.8951861232931222,5595
2301.12,0.9550599593365942,4416,0.9468510994239349,2922,0.9532984063540535,39856,0.9857037216758072,5595
