wavenumber,d2-fructose_avg,d2-fructose_count,d7-glucose_avg,d7-glucose_count,d-tyrosine_avg,d-tyrosine_count,d-methionine_avg,d-methionine_count,d-leucine_avg,d-leucine_count
2157.69,0.7014930646534195,1110,0.5426177875448102,64505,0.7056994304783643,16803,0.8336499716297034,201,0.8010317678749874,1932
2160.75,0.6873557059943716,1110,0.4656095470962181,64505,0.6344028352054146,16803,0.7530688717000923,201,0.7186311805656825,1932
2163.81,0.7377026994572311,1110,0.5891362540888274,64505,0.7019313963833909,16803,0.8258216885154789,201,0.7872601126949783,1932
2166.87,0.7032582817481843,1110,0.5258720471527994,64505,0.6519457878828945,16803,0.7767445014697405,201,0.7340356706281073,1932
2169.92,0.7384903417092716,1110,0.5787257368737432,64505,0.666211272539733,16803,0.7952796095463024,201,0.7469255272170101,1932
2172.97,0.7734590798231423,1110,0.653537286697791,64505,0.7124620099941279,16803,0.8321841995481549,201,0.8030505408913841,1932
2176.02,0.7051218447963845,1110,0.5597018130757959,64505,0.6501095514514208,16803,0.7870606714168692,201,0.6998920079881723,1932
2179.06,0.6769548359512868,1110,0.46651636247308853,64505,0.5744443274791475,16803,0.7456681673180571,201,0.6502096744326421,1932
2182.1,0.737442730200887,1110,0.5285282716789211,64505,0.6280906703242162,16803,0.7640641848456406,201,0.7000041507981712,1932
2185.14,0.7296406963733767,1110,0.49993165468825734,64505,0.6120776674293329,16803,0.7490627358319192,201,0.6684424331265123,1932
2188.17,0.7942858757597016,1110,0.6183278897212251,64505,0.6741714128439839,16803,0.7961447803375905,201,0.736974863585698,1932
2191.2,0.6368911403946009,1110,0.35993612439141986,64505,0.4822151479085875,16803,0.623890406787738,201,0.5052919179435751,1932
2194.23,0.6430640120740327,1110,0.34505760998988766,64505,0.4870496636627604,16803,0.654596991178063,201,0.5218957799744854,1932
2197.26,0.7376852977767833,1110,0.4503378770193167,64505,0.5630326278667166,16803,0.7061309265941377,201,0.6213051974666056,1932
2200.28,0.6436934443558692,1110,0.36476618292818025,64505,0.5389056708623938,16803,0.6545007015187916,201,0.5640054699900726,1932
2203.3,0.7746565886251455,1110,0.5681249480565682,64505,0.6717708272490551,16803,0.7823761628951298,201,0.7471400540945338,1932
2206.31,0.7373654353186196,1110,0.4940192322993662,64505,0.6319166086370362,16803,0.7568674396546059,201,0.6791811843426455,1932
2209.32,0.7675550281245953,1110,0.5169511884119974,64505,0.6544416539472919,16803,0.7977080591536527,201,0.7289698551110705,1932
2212.33,0.7047209877492229,1110,0.41870622555464415,64505,0.587365813155645,16803,0.7387951796991896,201,0.6311011644518298,1932
2215.34,0.6949289104568933,1110,0.43194389794903754,64505,0.5787269388651072,16803,0.7656423910500264,201,0.6465421094190462,1932
2218.34,0.6789058298402656,1110,0.3991661746102601,64505,0.5707425925015246,16803,0.7159498643912156,201,0.6303255868841647,1932
2221.34,0.7312824899280812,1110,0.48420837712974824,64505,0.6478069937702756,16803,0.8273291119755051,201,0.694517814321901,1932
2224.34,0.7133542493190349,1110,0.4636275535658265,64505,0.6316000949363001,16803,0.8199401301229269,201,0.7018534322706389,1932
2227.33,0.7479473331050929,1110,0.5479792418783692,64505,0.6966226539237353,16803,0.846501357597535,201,0.7533747968473653,1932
2230.32,0.6397477810034996,1110,0.40351276886553156,64505,0.611930950801391,16803,0.7602256861690909,201,0.6521829138293357,1932
2233.3,0.5995311888988311,1110,0.34465351809629713,64505,0.5334257958009766,16803,0.7291680555353918,201,0.5609168578651992,1932
2236.29,0.640431344586655,1110,0.39618146199898546,64505,0.5769398865380888,16803,0.7193529382908833,201,0.6525840897994986,1932
2239.27,0.7035287363162877,1110,0.47489193030694293,64505,0.6719398729178125,16803,0.7981941750887372,201,0.7240934351925603,1932
2242.24,0.7465554759805955,1110,0.5548247144150716,64505,0.743971735133777,16803,0.8320280211281972,201,0.7832832776676647,1932
2245.22,0.6977005421005411,1110,0.4910587088626591,64505,0.6976389048953718,16803,0.7786381194147333,201,0.7333852833229153,1932
2248.19,0.7423345353400108,1110,0.5505383808176401,64505,0.7416348811352536,16803,0.7820042239898922,201,0.759521016141505,1932
2251.16,0.7641731701190808,1110,0.5963471397262784,64505,0.7653634349371413,16803,0.7893293897256998,201,0.7948371114300955,1932
2254.12,0.579006234632268,1110,0.3633003371917749,64505,0.6043715276911559,16803,0.6590733763407709,201,0.6201969343609091,1932
2257.08,0.7121142518579364,1110,0.5108301500429049,64505,0.7447139323029225,16803,0.7645249343678283,201,0.7947508422144525,1932
2260.04,0.6688559882198376,1110,0.44720526024197055,64505,0.7018185938631248,16803,0.6591800686585156,201,0.7553737432814658,1932
2263.0,0.7125122338870028,1110,0.5087749243446875,64505,0.733711514161085,16803,0.7201262049273055,201,0.7791779263094654,1932
